"","filename","sentences","wordtypes","swordtypes","lextypes","slextypes","wordtokens","swordtokens","lextokens","slextokens","ld","ls1","ls2","vs1","vs2","cvs1","ndw","ndwz","ndwerz","ndwesz","ttr","msttr","cttr","rttr","logttr","uber","lv","vv1","svv1","cvv1","vv2","nv","adjv","advv","modv"
"219","Jimmy Carter - Crisis of Confidence",3734,1415,825,103,62,48320,41148,13822,13516,0.29,0.98,0.58,0.01,0.17,0.29,1415,17,33,26.5,0.03,0.53,4.55,6.44,0.67,14.31,0.01,0.02,0.36,0.43,0,0,0,0,0
"220","Jindal101",1324,765,446,71,45,17124,14656,4895,4791,0.29,0.98,0.58,0.02,0.17,0.29,765,17,33.5,26.1,0.04,0.53,4.13,5.85,0.68,13.28,0.01,0.02,0.32,0.4,0,0.01,0,0,0
"221","Jindal89",2563,919,518,92,59,33170,28204,9579,9257,0.29,0.97,0.56,0.01,0.21,0.33,919,17,34.2,27.1,0.03,0.53,3.57,5.05,0.66,13.12,0.01,0.02,0.33,0.41,0,0.01,0,0,0
"222","Jindal92",2346,909,512,92,56,30352,25892,8745,8517,0.29,0.97,0.56,0.01,0.16,0.28,909,17,33.5,26.8,0.03,0.53,3.69,5.22,0.66,13.19,0.01,0.02,0.31,0.39,0,0.01,0,0,0
"223","Jindal96",3058,1103,656,106,64,39577,33831,11374,11013,0.29,0.97,0.59,0.01,0.15,0.28,1103,17,32.3,27,0.03,0.53,3.92,5.54,0.66,13.59,0.01,0.01,0.27,0.37,0,0,0,0,0
"224","John F. Kennedy - American University Commencement",3554,1413,859,115,73,46028,39279,13244,12917,0.29,0.98,0.61,0.01,0.14,0.26,1413,17,33.6,26.3,0.03,0.53,4.66,6.59,0.68,14.37,0.01,0.01,0.23,0.34,0,0,0,0,0
"225","John F. Kennedy - Civil Rights Address",2061,961,553,89,55,26695,22580,7625,7433,0.29,0.97,0.58,0.02,0.18,0.3,961,17,31.4,26.8,0.04,0.52,4.16,5.88,0.67,13.57,0.01,0.02,0.32,0.4,0,0.01,0,0,0
"226","John F. Kennedy - Cuban Missile Crisis",2393,1175,727,106,68,31001,26473,8935,8715,0.29,0.98,0.62,0.02,0.22,0.33,1175,17,33,25.7,0.04,0.52,4.72,6.67,0.68,14.19,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"227","John F. Kennedy - Houston Ministerial Association Address",1502,851,533,88,59,19465,16514,5602,5407,0.29,0.97,0.63,0.03,0.39,0.44,851,17,31.8,25.6,0.04,0.52,4.31,6.1,0.68,13.53,0.02,0.03,0.7,0.59,0,0.01,0,0,0.01
"228","John F. Kennedy - Ich bin ein Berliner",710,528,339,52,37,9184,7785,2539,2496,0.28,0.98,0.64,0.05,0.59,0.54,528,17,31.1,24.6,0.06,0.52,3.9,5.51,0.69,12.66,0.02,0.06,0.81,0.64,0.01,0.01,0,0,0.01
"229","John F. Kennedy - Inaugural Address",1456,845,510,82,50,18858,16098,5398,5248,0.29,0.97,0.6,0.03,0.37,0.43,845,17,34.2,26.5,0.04,0.52,4.35,6.15,0.68,13.55,0.02,0.04,0.83,0.64,0,0.01,0,0,0
"230","John Kerry - On Vietnam Fulbright Commission",3002,1224,744,109,68,38888,32941,10892,10679,0.28,0.98,0.61,0.02,0.29,0.38,1224,17,32.7,26.1,0.03,0.53,4.39,6.21,0.67,14.03,0.01,0.02,0.54,0.52,0,0,0,0,0
"231","John Lewis - Labor and the Nation",2447,1323,895,101,69,31703,27386,9248,9109,0.29,0.98,0.68,0.02,0.34,0.41,1323,17,32.6,26.8,0.04,0.53,5.25,7.43,0.69,14.69,0.01,0.02,0.43,0.46,0,0.01,0,0,0
"232","Johnson194",554,489,313,52,36,7171,6057,2092,2030,0.29,0.97,0.64,0.05,0.61,0.55,489,17,31.3,26.1,0.07,0.51,4.08,5.77,0.7,12.75,0.02,0.05,0.61,0.55,0.01,0.02,0,0,0.01
"233","Kaine4",7375,1825,1126,147,90,95545,81764,27242,26642,0.29,0.98,0.62,0.01,0.23,0.34,1825,17,34.4,24.9,0.02,0.53,4.17,5.9,0.65,14.43,0.01,0.01,0.41,0.45,0,0,0,0,0
"234","Kasich16",3744,1198,666,110,66,48497,40960,13457,13200,0.28,0.98,0.56,0.01,0.13,0.25,1198,17,33.4,26.6,0.02,0.53,3.85,5.44,0.66,13.66,0.01,0.01,0.22,0.33,0,0,0,0,0
"235","Kasich19",2889,1036,573,102,61,37399,31617,10325,10067,0.28,0.98,0.55,0.01,0.15,0.27,1036,17,35,25.8,0.03,0.53,3.79,5.36,0.66,13.43,0.01,0.01,0.21,0.33,0,0,0,0,0
"236","Kasich22",3473,1152,644,101,61,44963,38137,12420,12133,0.28,0.98,0.56,0.01,0.06,0.17,1152,17,32.8,27,0.03,0.53,3.84,5.43,0.66,13.6,0.01,0.01,0.12,0.24,0,0,0,0,0
"237","Kasich26",2076,929,534,83,58,26890,22753,7535,7360,0.28,0.98,0.57,0.01,0.1,0.23,929,17,32.8,26.5,0.03,0.52,4.01,5.67,0.67,13.42,0.01,0.01,0.15,0.27,0,0.01,0,0,0
"238","Kasich31",2014,807,450,82,49,26086,22067,7301,7139,0.28,0.98,0.56,0.01,0.22,0.34,807,17,31,26.1,0.03,0.53,3.53,5,0.66,12.92,0.01,0.02,0.36,0.42,0,0.01,0,0,0
"239","Kasich36",1909,798,437,77,46,24708,20787,6789,6640,0.27,0.98,0.55,0.01,0.14,0.26,798,17,35,26,0.03,0.52,3.59,5.08,0.66,12.94,0.01,0.01,0.16,0.29,0,0.01,0,0,0
"240","Kasich42",2351,940,512,86,57,30464,25675,8494,8309,0.28,0.98,0.54,0.01,0.19,0.3,940,17,34.2,26.1,0.03,0.53,3.81,5.39,0.66,13.31,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"241","Kasich47",1625,791,462,70,48,21032,17810,5822,5690,0.28,0.98,0.58,0.01,0.15,0.27,791,17,32.3,26.9,0.04,0.53,3.86,5.45,0.67,13.12,0.01,0.01,0.18,0.3,0,0.01,0,0,0
"242","Kasich52",2182,888,480,76,49,28244,23872,7786,7644,0.28,0.98,0.54,0.01,0.15,0.27,888,17,32.9,26.2,0.03,0.53,3.74,5.28,0.66,13.19,0.01,0.01,0.2,0.32,0,0,0,0,0
"243","Kasich59",1884,810,442,72,46,24396,20662,6859,6692,0.28,0.98,0.55,0.01,0.14,0.26,810,17,33.9,25.8,0.03,0.53,3.67,5.19,0.66,13.02,0.01,0.01,0.16,0.28,0,0.01,0,0,0
"244","Kasich66",2097,917,529,77,51,27154,22982,7496,7338,0.28,0.98,0.58,0.02,0.26,0.36,917,17,33.2,26.5,0.03,0.53,3.93,5.56,0.67,13.36,0.01,0.02,0.33,0.41,0,0.01,0,0,0
"245","Kasich74",1312,689,397,65,46,16975,14440,4725,4660,0.28,0.99,0.58,0.02,0.21,0.32,689,17,32.5,26.8,0.04,0.53,3.74,5.29,0.67,12.86,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"246","Kucinich251",1037,652,377,68,44,13425,11328,3823,3737,0.28,0.98,0.58,0.03,0.48,0.49,652,17,32.7,25.6,0.05,0.52,3.98,5.63,0.68,12.97,0.02,0.04,0.61,0.55,0,0.01,0,0,0
"247","Kucinich258",1358,738,427,71,42,17587,14826,4985,4842,0.28,0.97,0.58,0.02,0.26,0.36,738,17,33.4,26.1,0.04,0.52,3.94,5.56,0.68,13.09,0.01,0.02,0.39,0.44,0,0.01,0,0,0
"248","Lyndon Baines Johnson - Let Us Continue",1703,888,552,87,60,22046,18716,6316,6145,0.29,0.97,0.62,0.03,0.56,0.53,888,17,33.1,25.3,0.04,0.52,4.23,5.98,0.68,13.52,0.01,0.04,0.77,0.62,0,0.01,0,0,0
"249","Lyndon Baines Johnson - The Great Society",1911,916,530,81,54,24726,21016,7030,6869,0.28,0.98,0.58,0.02,0.41,0.45,916,17,30,26.2,0.04,0.53,4.12,5.83,0.67,13.48,0.01,0.03,0.57,0.53,0,0.01,0,0,0
"250","Lyndon Baines Johnson - We Shall Overcome",3922,1377,833,114,66,50746,42940,14391,13977,0.28,0.97,0.6,0.01,0.17,0.29,1377,17,34,26.4,0.03,0.52,4.32,6.11,0.67,14.13,0.01,0.02,0.38,0.44,0,0,0,0,0
"251","Mary Fisher - A Whisper of AIDS",1555,812,479,85,58,20098,17266,5718,5533,0.28,0.97,0.59,0.02,0.19,0.31,812,17,32.6,26.7,0.04,0.53,4.05,5.73,0.68,13.29,0.01,0.02,0.35,0.42,0,0.01,0,0,0.01
"252","Mccain262",3670,1247,744,104,63,47551,40365,13307,13022,0.28,0.98,0.6,0.01,0.16,0.28,1247,17,32.7,26.2,0.03,0.53,4.04,5.72,0.66,13.83,0.01,0.01,0.23,0.34,0,0,0,0,0
"253","Mccain267",2618,1071,597,108,65,33920,28856,9535,9303,0.28,0.98,0.56,0.02,0.29,0.38,1071,17,31.1,26.6,0.03,0.52,4.11,5.82,0.67,13.68,0.01,0.02,0.43,0.46,0,0.01,0,0,0
"254","Mccain272",1865,888,511,83,53,24156,20506,6807,6680,0.28,0.98,0.58,0.02,0.23,0.34,888,17,31.1,26.5,0.04,0.53,4.04,5.71,0.67,13.39,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"255","Mccain279",1150,629,338,67,45,14866,12661,4263,4178,0.29,0.98,0.54,0.03,0.35,0.42,629,17,32.1,26.3,0.04,0.52,3.65,5.16,0.67,12.67,0.02,0.03,0.46,0.48,0,0.01,0,0,0
"256","Mccain287",1721,864,506,81,50,22293,18997,6328,6174,0.28,0.98,0.59,0.02,0.24,0.34,864,17,32.2,26.9,0.04,0.52,4.09,5.79,0.68,13.39,0.01,0.02,0.39,0.44,0,0.01,0,0,0
"257","Mccain295",1040,636,363,60,47,13460,11385,3842,3766,0.29,0.98,0.57,0.02,0.26,0.36,636,17,31.9,26.8,0.05,0.52,3.88,5.48,0.68,12.86,0.02,0.02,0.26,0.36,0,0.01,0,0,0
"258","Mccain303",1253,690,395,76,49,16212,13828,4556,4433,0.28,0.97,0.57,0.02,0.32,0.4,690,17,32,25.7,0.04,0.52,3.83,5.42,0.67,12.93,0.02,0.03,0.54,0.52,0,0.01,0,0,0.01
"259","Mccain319",2292,1012,581,93,54,29685,25320,8273,8064,0.28,0.97,0.57,0.02,0.32,0.4,1012,17,33.9,26.6,0.03,0.53,4.15,5.87,0.67,13.63,0.01,0.02,0.53,0.52,0,0.01,0,0,0
"260","Mccain321",5206,1545,895,132,73,67461,57401,19045,18601,0.28,0.98,0.58,0.01,0.22,0.33,1545,17,34,27,0.02,0.53,4.21,5.95,0.66,14.22,0.01,0.01,0.35,0.42,0,0,0,0,0
"261","Mccain325",6108,1719,1039,139,79,79151,67100,22259,21762,0.28,0.98,0.6,0.01,0.21,0.32,1719,17,33.1,27,0.02,0.53,4.32,6.11,0.66,14.43,0.01,0.01,0.37,0.43,0,0,0,0,0
"262","Mccain330",4626,1427,828,125,80,59905,50824,16752,16445,0.28,0.98,0.58,0.01,0.28,0.38,1427,17,34,26.1,0.02,0.52,4.12,5.83,0.66,14.06,0.01,0.01,0.39,0.44,0,0,0,0,0
"263","Mccain335",2107,1038,605,80,49,27308,23169,7699,7535,0.28,0.98,0.58,0.02,0.2,0.32,1038,17,30.9,25.8,0.04,0.52,4.44,6.28,0.68,13.86,0.01,0.02,0.38,0.44,0,0.01,0,0,0
"264","Mccain340",1429,771,416,76,43,18501,15737,5171,5049,0.28,0.98,0.54,0.02,0.31,0.4,771,17,31.3,27,0.04,0.53,4.01,5.67,0.68,13.19,0.01,0.03,0.54,0.52,0,0.01,0,0,0.01
"265","Mccain343",2559,1042,572,90,53,33141,28082,9202,9000,0.28,0.98,0.55,0.01,0.22,0.33,1042,17,33,26.9,0.03,0.53,4.05,5.72,0.67,13.6,0.01,0.02,0.43,0.47,0,0.01,0,0,0
"266","Mccain348",1924,958,548,82,52,24923,21139,7008,6828,0.28,0.97,0.57,0.01,0.13,0.25,958,17,31.2,26.1,0.04,0.52,4.29,6.07,0.68,13.66,0.01,0.02,0.21,0.33,0,0.01,0,0,0.01
"267","Mccain352",1455,736,404,63,41,18843,15992,5317,5220,0.28,0.98,0.55,0.02,0.17,0.29,736,17,33.8,26.9,0.04,0.53,3.79,5.36,0.67,12.98,0.01,0.02,0.24,0.35,0,0.01,0,0,0
"268","McCarthy-Welch Exchange",1700,724,418,69,42,21966,18719,6073,5914,0.28,0.97,0.58,0.01,0.13,0.25,724,17,34,26.3,0.03,0.52,3.45,4.88,0.66,12.72,0.01,0.02,0.25,0.35,0,0.01,0,0,0
"269","Newton Minow - Television and the Public Interest",5498,1772,1088,152,90,71170,60518,20145,19611,0.28,0.97,0.61,0.01,0.18,0.3,1772,17,35.4,25.5,0.02,0.53,4.7,6.64,0.67,14.68,0.01,0.01,0.35,0.42,0,0,0,0,0
"270","Obama231",5659,1570,925,140,91,73372,62088,20530,20051,0.28,0.98,0.59,0.01,0.11,0.24,1570,17,32.6,25.8,0.02,0.53,4.1,5.8,0.66,14.18,0.01,0.01,0.17,0.29,0,0,0,0,0
"271","Obama233",5764,1547,917,129,78,74688,63250,20984,20515,0.28,0.98,0.59,0.01,0.07,0.19,1547,17,34.8,26.2,0.02,0.53,4,5.66,0.65,14.1,0.01,0.01,0.15,0.28,0,0,0,0,0
"272","Obama236",5779,1570,908,139,82,74916,63366,21164,20507,0.28,0.97,0.58,0.01,0.1,0.23,1570,17,34.7,26.7,0.02,0.53,4.06,5.74,0.66,14.15,0.01,0.01,0.17,0.29,0,0,0,0,0
"273","Obama239",4627,1418,821,131,83,59973,50622,16846,16469,0.28,0.98,0.58,0.01,0.19,0.31,1418,17,33.6,28.4,0.02,0.53,4.09,5.79,0.66,14.04,0.01,0.01,0.31,0.4,0,0,0,0,0
"274","Obama244",884,643,383,61,42,11450,9726,3272,3201,0.29,0.98,0.6,0.02,0.24,0.35,643,17,31,26.8,0.06,0.53,4.25,6.01,0.69,13.17,0.02,0.03,0.29,0.38,0,0.01,0,0,0.01
"275","Obama252",2402,1108,665,101,65,31143,26403,8773,8547,0.28,0.97,0.6,0.01,0.2,0.32,1108,17,33.3,26.5,0.04,0.53,4.44,6.28,0.68,13.94,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"276","Obama259",2395,952,542,92,60,31029,26210,8716,8510,0.28,0.98,0.57,0.01,0.1,0.23,952,17,33.5,26,0.03,0.53,3.82,5.4,0.66,13.33,0.01,0.01,0.19,0.31,0,0,0,0,0.01
"277","Omalley10",484,453,278,47,36,6267,5296,1778,1735,0.28,0.98,0.61,0.05,0.54,0.52,453,17,31.9,27.2,0.07,0.52,4.05,5.72,0.7,12.64,0.03,0.06,0.66,0.57,0.01,0.02,0,0,0
"278","Pataki102",1284,689,385,63,44,16617,14091,4748,4619,0.29,0.97,0.56,0.02,0.31,0.4,689,17,33.8,25.7,0.04,0.52,3.78,5.34,0.67,12.89,0.01,0.03,0.41,0.45,0,0.01,0,0,0
"279","Pataki85",2979,1070,623,108,71,38583,32792,10867,10604,0.28,0.98,0.58,0.01,0.28,0.37,1070,17,36.3,25.6,0.03,0.53,3.85,5.45,0.66,13.51,0.01,0.02,0.34,0.41,0,0,0,0,0
"280","Pataki93",1454,763,425,83,56,18820,16115,5384,5258,0.29,0.98,0.56,0.03,0.44,0.47,763,17,32.4,26,0.04,0.53,3.93,5.56,0.67,13.13,0.02,0.03,0.54,0.52,0,0.01,0,0,0.01
"281","Pataki97",1986,877,511,87,55,25714,21922,7282,7106,0.28,0.98,0.58,0.01,0.16,0.28,877,17,32.6,27,0.03,0.53,3.87,5.47,0.67,13.26,0.01,0.02,0.28,0.37,0,0.01,0,0,0
"282","Paul106",2945,992,577,96,62,38124,32433,10559,10303,0.28,0.98,0.58,0.01,0.19,0.31,992,17,33.8,26.7,0.03,0.53,3.59,5.08,0.65,13.24,0.01,0.01,0.3,0.39,0,0,0,0,0
"283","Paul110",2487,1004,569,86,51,32212,27370,8923,8756,0.28,0.98,0.57,0.01,0.16,0.28,1004,17,33.5,27.2,0.03,0.52,3.96,5.59,0.67,13.49,0.01,0.01,0.24,0.34,0,0.01,0,0,0
"284","Paul114",2107,895,531,76,49,27272,23140,7455,7291,0.27,0.98,0.59,0.01,0.18,0.3,895,17,34.1,24.9,0.03,0.52,3.83,5.42,0.67,13.26,0.01,0.02,0.27,0.37,0,0,0,0,0
"285","Paul118",2961,1045,607,89,57,38343,32513,10661,10443,0.28,0.98,0.58,0.01,0.19,0.31,1045,17,33.4,27.6,0.03,0.53,3.77,5.34,0.66,13.43,0.01,0.02,0.3,0.39,0,0,0,0,0
"286","Paul122",2277,911,538,91,62,29465,25041,8160,7983,0.28,0.98,0.59,0.02,0.25,0.35,911,17,32.5,25.5,0.03,0.52,3.75,5.31,0.66,13.23,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"287","Paul128",1224,648,352,61,39,15832,13429,4430,4329,0.28,0.98,0.54,0.02,0.22,0.33,648,17,33.4,25,0.04,0.53,3.64,5.15,0.67,12.71,0.01,0.03,0.35,0.42,0,0.01,0,0,0
"288","Paul134",2126,927,555,88,55,27504,23570,7568,7396,0.28,0.98,0.6,0.01,0.18,0.3,927,17,33.3,25.5,0.03,0.53,3.95,5.59,0.67,13.39,0.01,0.02,0.24,0.35,0,0.01,0,0,0
"289","Paul141",2240,852,505,82,52,28983,24564,7914,7742,0.27,0.98,0.59,0.01,0.12,0.24,852,17,31.1,24.5,0.03,0.52,3.54,5,0.66,13,0.01,0.01,0.17,0.29,0,0,0,0,0
"290","Paul147",1513,731,421,69,48,19570,16682,5380,5295,0.27,0.98,0.58,0.02,0.34,0.41,731,17,33.4,25.9,0.04,0.52,3.69,5.23,0.67,12.9,0.01,0.03,0.43,0.46,0,0.01,0,0,0
"291","Paul155",1690,778,469,80,48,21861,18564,5993,5850,0.27,0.98,0.6,0.02,0.23,0.34,778,17,32,27.1,0.04,0.53,3.72,5.26,0.67,13,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"292","Paul163",711,496,303,55,39,9181,7798,2467,2415,0.27,0.98,0.61,0.04,0.47,0.48,496,17,33.8,27.3,0.05,0.53,3.66,5.18,0.68,12.39,0.02,0.05,0.73,0.6,0.01,0.01,0,0,0.01
"293","Paul171",1600,686,387,65,42,20702,17694,5757,5649,0.28,0.98,0.56,0.02,0.25,0.35,686,17,32.7,25.8,0.03,0.52,3.37,4.77,0.66,12.59,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"294","Paul178",1982,832,476,80,50,25629,21835,7042,6937,0.27,0.99,0.57,0.02,0.2,0.32,832,17,32.7,27,0.03,0.53,3.67,5.2,0.66,13.06,0.01,0.02,0.31,0.39,0,0.01,0,0,0
"295","Paul186",1185,668,404,60,40,15329,13105,4150,4077,0.27,0.98,0.6,0.02,0.19,0.31,668,17,33.4,26.4,0.04,0.53,3.82,5.4,0.67,12.87,0.01,0.02,0.23,0.34,0,0.01,0,0,0
"296","Paul195",908,537,295,59,40,11749,9958,3304,3215,0.28,0.97,0.55,0.03,0.43,0.46,537,17,32.8,26,0.05,0.53,3.5,4.95,0.67,12.36,0.02,0.04,0.57,0.54,0,0.01,0,0,0.01
"297","Paul203",1329,681,381,64,43,17200,14557,4733,4647,0.28,0.98,0.56,0.02,0.21,0.32,681,17,32.3,26.5,0.04,0.53,3.67,5.19,0.67,12.79,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"298","Paul211",1725,787,452,68,47,22311,19056,6060,5941,0.27,0.98,0.57,0.01,0.16,0.29,787,17,33.8,26.1,0.04,0.53,3.73,5.27,0.67,13.02,0.01,0.02,0.2,0.31,0,0.01,0,0,0
"299","Paul219",2169,874,483,71,46,28066,23838,7680,7545,0.27,0.98,0.55,0.01,0.16,0.29,874,17,32.4,27.5,0.03,0.53,3.69,5.22,0.66,13.13,0.01,0.02,0.25,0.36,0,0.01,0,0,0
"300","Paul226",2136,874,480,68,45,27638,23429,7608,7451,0.28,0.98,0.55,0.01,0.11,0.23,874,17,31.7,27.5,0.03,0.53,3.72,5.26,0.66,13.15,0.01,0.01,0.15,0.28,0,0.01,0,0,0
"301","Paul263",1418,670,393,59,43,18350,15580,5011,4920,0.27,0.98,0.59,0.02,0.21,0.33,670,17,34.4,26.6,0.04,0.53,3.5,4.95,0.66,12.65,0.01,0.02,0.25,0.35,0,0.01,0,0,0
"302","Paul268",1179,622,346,65,45,15251,12924,4213,4095,0.28,0.97,0.56,0.02,0.27,0.37,622,17,32.2,25.8,0.04,0.53,3.56,5.04,0.67,12.59,0.02,0.03,0.36,0.43,0,0.01,0,0,0
"303","Paul280",1219,602,328,67,45,15758,13340,4383,4283,0.28,0.98,0.54,0.02,0.22,0.33,602,17,31.5,26.3,0.04,0.53,3.39,4.8,0.66,12.43,0.02,0.02,0.3,0.39,0,0.01,0,0,0.01
"304","Paul288",1277,649,369,68,44,16523,14012,4565,4436,0.28,0.97,0.57,0.02,0.27,0.37,649,17,34.8,25.2,0.04,0.53,3.57,5.05,0.67,12.66,0.01,0.03,0.42,0.46,0,0.01,0,0,0.01
"305","Paul296",1366,690,376,72,46,17683,14940,4963,4818,0.28,0.97,0.54,0.02,0.24,0.35,690,17,33.4,26.1,0.04,0.53,3.67,5.19,0.67,12.81,0.01,0.02,0.33,0.4,0,0.01,0,0,0
"306","Paul306",764,562,346,68,46,9860,8416,2730,2636,0.28,0.97,0.62,0.04,0.45,0.48,562,17,32.3,25.9,0.06,0.52,4,5.66,0.69,12.82,0.02,0.05,0.71,0.59,0.01,0.02,0,0,0.01
"307","Paul37",1610,782,441,78,49,20840,17723,5882,5750,0.28,0.98,0.56,0.02,0.22,0.33,782,17,32.8,25.2,0.04,0.52,3.83,5.42,0.67,13.08,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"308","Paul48",1864,803,450,84,57,24110,20548,6734,6614,0.28,0.98,0.56,0.01,0.19,0.31,803,17,34.4,27,0.03,0.53,3.66,5.17,0.66,13,0.01,0.02,0.26,0.36,0,0.01,0,0,0
"309","Paul53",1967,837,466,76,47,25476,21639,7160,6992,0.28,0.98,0.56,0.01,0.14,0.26,837,17,31.8,26.4,0.03,0.53,3.71,5.24,0.66,13.09,0.01,0.01,0.19,0.31,0,0.01,0,0,0
"310","Paul60",1254,642,353,65,42,16218,13754,4591,4457,0.28,0.97,0.55,0.02,0.17,0.29,642,17,33.8,26,0.04,0.53,3.56,5.04,0.67,12.64,0.01,0.02,0.2,0.32,0,0.01,0,0,0.01
"311","Paul67",2263,934,550,99,66,29316,24817,8235,8035,0.28,0.98,0.59,0.02,0.3,0.39,934,17,33.5,26.7,0.03,0.53,3.86,5.45,0.66,13.33,0.01,0.02,0.45,0.47,0,0.01,0,0,0.01
"312","Paul75",923,580,339,58,38,11942,10179,3373,3286,0.28,0.97,0.58,0.02,0.22,0.34,580,17,32.6,25.9,0.05,0.53,3.75,5.31,0.68,12.65,0.02,0.03,0.32,0.4,0,0.01,0,0,0.01
"313","Pawlenty220",1805,897,530,93,60,23365,19931,6701,6516,0.29,0.97,0.59,0.02,0.21,0.33,897,17,32.1,26.3,0.04,0.52,4.15,5.87,0.68,13.48,0.01,0.03,0.43,0.46,0,0.01,0,0,0.01
"314","Pawlenty227",2186,1011,594,88,54,28301,24084,8064,7883,0.28,0.98,0.59,0.01,0.19,0.31,1011,17,32.6,27.1,0.04,0.53,4.25,6.01,0.67,13.7,0.01,0.02,0.36,0.43,0,0,0,0,0
"315","Pence4",6934,1744,1067,133,82,89879,76804,25700,25176,0.29,0.98,0.61,0.01,0.11,0.24,1744,17,33.4,27.5,0.02,0.52,4.11,5.82,0.65,14.33,0.01,0.01,0.2,0.32,0,0,0,0,0
"316","Perry103",770,552,327,58,41,9961,8421,2785,2729,0.28,0.98,0.59,0.03,0.33,0.41,552,17,35.2,25.6,0.06,0.53,3.91,5.53,0.69,12.72,0.02,0.03,0.33,0.41,0,0.01,0,0,0.01
"317","Perry123",1556,774,461,79,50,20162,17015,5712,5587,0.28,0.98,0.6,0.02,0.28,0.37,774,17,32,26.7,0.04,0.52,3.85,5.45,0.67,13.09,0.01,0.03,0.48,0.49,0,0.01,0,0,0
"318","Perry129",847,560,322,55,37,10965,9318,3075,3017,0.28,0.98,0.57,0.03,0.31,0.4,560,17,32.9,26,0.05,0.52,3.78,5.35,0.68,12.63,0.02,0.03,0.44,0.47,0,0.01,0,0,0
"319","Perry135",953,609,358,62,45,12343,10438,3443,3381,0.28,0.98,0.59,0.03,0.3,0.39,609,17,34.2,26.5,0.05,0.52,3.88,5.48,0.68,12.81,0.02,0.03,0.42,0.46,0,0.01,0,0,0.01
"320","Perry142",1254,683,390,68,40,16228,13750,4507,4408,0.28,0.98,0.57,0.02,0.19,0.31,683,17,33,26.1,0.04,0.52,3.79,5.36,0.67,12.88,0.02,0.02,0.23,0.34,0,0.01,0,0,0.01
"321","Perry148",1882,779,427,81,50,24386,20603,6769,6639,0.28,0.98,0.55,0.02,0.26,0.36,779,17,30.7,25.4,0.03,0.52,3.53,4.99,0.66,12.87,0.01,0.02,0.39,0.44,0,0.01,0,0,0
"322","Perry156",1579,757,440,64,41,20462,17198,5632,5525,0.28,0.98,0.58,0.01,0.14,0.27,757,17,32.1,25.4,0.04,0.52,3.74,5.29,0.67,12.98,0.01,0.02,0.21,0.32,0,0.01,0,0,0
"323","Perry164",1133,596,330,61,42,14663,12405,4071,3993,0.28,0.98,0.55,0.03,0.42,0.46,596,17,32.8,27.8,0.04,0.53,3.48,4.92,0.67,12.48,0.01,0.03,0.48,0.49,0,0.01,0,0,0
"324","Perry172",1101,604,351,51,36,14265,12063,3947,3890,0.28,0.99,0.58,0.02,0.21,0.32,604,17,32.7,26.4,0.04,0.52,3.58,5.06,0.67,12.57,0.01,0.02,0.21,0.32,0,0.01,0,0,0
"325","Perry179",1854,782,443,67,43,24009,20333,6693,6555,0.28,0.98,0.57,0.01,0.15,0.27,782,17,31.1,26.4,0.03,0.53,3.57,5.05,0.66,12.9,0.01,0.01,0.18,0.3,0,0.01,0,0,0
"326","Perry187",1658,724,411,65,41,21489,18166,6035,5921,0.28,0.98,0.57,0.01,0.15,0.27,724,17,31.8,27.2,0.03,0.52,3.49,4.94,0.66,12.75,0.01,0.02,0.18,0.3,0,0.01,0,0,0
"327","Perry196",1742,765,421,77,45,22577,19042,6350,6218,0.28,0.98,0.55,0.02,0.28,0.38,765,17,33.4,26.3,0.03,0.52,3.6,5.09,0.66,12.89,0.01,0.02,0.42,0.46,0,0.01,0,0,0
"328","Perry204",2139,839,476,74,48,27710,23344,7708,7568,0.28,0.98,0.57,0.01,0.18,0.3,839,17,33.3,25.3,0.03,0.52,3.56,5.04,0.66,12.99,0.01,0.02,0.24,0.34,0,0,0,0,0
"329","Perry212",2267,965,567,81,49,29386,24836,8215,8049,0.28,0.98,0.59,0.01,0.13,0.25,965,17,33.8,25.6,0.03,0.53,3.98,5.63,0.67,13.46,0.01,0.01,0.18,0.3,0,0.01,0,0,0
"330","Richard Nixon - Cambodian Incursion Address",2666,1070,620,105,62,34515,29379,9885,9655,0.29,0.98,0.58,0.01,0.2,0.32,1070,17,33.1,26.9,0.03,0.53,4.07,5.76,0.67,13.65,0.01,0.02,0.3,0.39,0,0.01,0,0,0
"331","Richard Nixon - Checkers",4569,1292,762,119,76,59142,50016,16330,15988,0.28,0.98,0.59,0.01,0.09,0.21,1292,17,33.1,28.4,0.02,0.53,3.76,5.31,0.65,13.71,0.01,0.01,0.18,0.3,0,0,0,0,0
"332","Richard Nixon - Resignation Address",1834,876,534,88,59,23759,20004,6660,6500,0.28,0.98,0.61,0.02,0.18,0.3,876,17,32.2,25.3,0.04,0.52,4.02,5.68,0.67,13.36,0.01,0.02,0.29,0.38,0,0.01,0,0,0
