"","filename","sentences","wordtypes","swordtypes","lextypes","slextypes","wordtokens","swordtokens","lextokens","slextokens","ld","ls1","ls2","vs1","vs2","cvs1","ndw","ndwz","ndwerz","ndwesz","ttr","msttr","cttr","rttr","logttr","uber","lv","vv1","svv1","cvv1","vv2","nv","adjv","advv","modv"
"333","Richard Nixon - Silent Majority",4570,1495,894,128,77,59166,50057,16839,16430,0.28,0.98,0.6,0.01,0.1,0.22,1495,17,33,27.3,0.03,0.53,4.35,6.15,0.67,14.26,0.01,0.01,0.19,0.31,0,0,0,0,0
"334","Richardson245",1869,917,569,85,60,24199,20692,6963,6843,0.29,0.98,0.62,0.02,0.3,0.39,917,17,33,26.5,0.04,0.53,4.17,5.89,0.68,13.52,0.01,0.02,0.42,0.46,0,0.01,0,0,0
"335","Richardson260",1892,828,467,86,60,24468,20853,6972,6780,0.28,0.97,0.56,0.02,0.23,0.34,828,17,33.2,26.1,0.03,0.52,3.74,5.29,0.66,13.1,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"336","Robert F. Kennedy - Cape Town Address",4424,1688,1098,138,99,57335,48793,16352,16071,0.29,0.98,0.65,0.02,0.53,0.51,1688,17,33.9,25.6,0.03,0.52,4.98,7.05,0.68,14.79,0.01,0.02,0.84,0.65,0,0,0,0,0
"337","Robert F. Kennedy - MLK Assassination",664,483,305,50,37,8595,7236,2441,2381,0.28,0.98,0.63,0.04,0.46,0.48,483,17,32,25,0.06,0.52,3.68,5.21,0.68,12.38,0.02,0.05,0.75,0.61,0.01,0.01,0,0,0
"338","Robert La Follette - Free Speech In Wartime",15287,3185,2285,265,183,198210,167909,56169,55106,0.28,0.98,0.72,0.01,0.25,0.35,3185,17,33,24.2,0.02,0.52,5.06,7.15,0.66,15.64,0,0.01,0.38,0.44,0,0,0,0,0
"339","Romney107",4443,1333,771,124,74,57546,48836,16421,15993,0.29,0.97,0.58,0.01,0.26,0.36,1333,17,34.8,25.6,0.02,0.53,3.93,5.56,0.66,13.86,0.01,0.01,0.43,0.47,0,0,0,0,0
"340","Romney111",4586,1417,835,115,73,59390,50337,16641,16331,0.28,0.98,0.59,0.01,0.15,0.27,1417,17,31.5,25.4,0.02,0.53,4.11,5.81,0.66,14.05,0.01,0.01,0.22,0.33,0,0,0,0,0
"341","Romney115",4447,1329,767,112,70,57594,48833,16321,15966,0.28,0.98,0.58,0.01,0.11,0.24,1329,17,33,26.5,0.02,0.53,3.92,5.54,0.66,13.84,0.01,0.01,0.2,0.31,0,0,0,0,0
"342","Romney119",4181,1305,739,119,72,54153,45948,15307,14978,0.28,0.98,0.57,0.01,0.18,0.3,1305,17,33.3,27.1,0.02,0.53,3.97,5.61,0.66,13.85,0.01,0.01,0.27,0.37,0,0,0,0,0
"343","Romney124",4639,1380,803,135,84,60109,50993,17203,16800,0.29,0.98,0.58,0.01,0.35,0.42,1380,17,34.5,26.6,0.02,0.53,3.98,5.63,0.66,13.93,0.01,0.02,0.62,0.56,0,0,0,0,0
"344","Romney130",2770,1048,582,95,58,35889,30340,10155,9917,0.28,0.98,0.56,0.01,0.14,0.26,1048,17,32.4,25.4,0.03,0.53,3.91,5.53,0.66,13.52,0.01,0.01,0.23,0.34,0,0,0,0,0
"345","Romney136",4180,1254,714,116,68,54151,45849,15348,14968,0.28,0.98,0.57,0.01,0.12,0.24,1254,17,33.7,26.6,0.02,0.52,3.81,5.39,0.65,13.7,0.01,0.01,0.21,0.32,0,0,0,0,0
"346","Romney143",2825,1101,634,110,69,36555,31075,10273,10053,0.28,0.98,0.58,0.02,0.3,0.39,1101,17,31.8,26.6,0.03,0.53,4.07,5.76,0.67,13.69,0.01,0.02,0.4,0.45,0,0,0,0,0
"347","Romney149",3439,1066,614,104,66,44514,37676,12553,12254,0.28,0.98,0.58,0.01,0.19,0.31,1066,17,34.8,26.5,0.02,0.53,3.57,5.05,0.65,13.33,0.01,0.01,0.29,0.38,0,0,0,0,0
"348","Romney157",1841,767,419,75,46,23835,20197,6706,6533,0.28,0.97,0.55,0.02,0.21,0.32,767,17,32.4,25.7,0.03,0.52,3.51,4.97,0.66,12.84,0.01,0.02,0.31,0.4,0,0.01,0,0,0
"349","Romney165",1867,821,462,75,45,24174,20404,6787,6611,0.28,0.97,0.56,0.01,0.18,0.3,821,17,34.6,25.9,0.03,0.53,3.73,5.28,0.66,13.08,0.01,0.02,0.28,0.37,0,0.01,0,0,0
"350","Romney173",3246,1031,576,94,54,42039,35616,11988,11718,0.29,0.98,0.56,0.01,0.1,0.23,1031,17,34.7,27.1,0.02,0.53,3.56,5.03,0.65,13.28,0.01,0.01,0.2,0.32,0,0,0,0,0
"351","Romney180",3583,1107,620,88,54,46406,39409,13100,12845,0.28,0.98,0.56,0.01,0.09,0.21,1107,17,32.5,26.4,0.02,0.53,3.63,5.14,0.65,13.42,0.01,0.01,0.12,0.24,0,0,0,0,0
"352","Romney188",4013,1209,695,111,63,51996,43945,14715,14352,0.28,0.98,0.57,0.01,0.14,0.26,1209,17,33,26.6,0.02,0.53,3.75,5.3,0.65,13.61,0.01,0.01,0.28,0.37,0,0,0,0,0
"353","Romney197",2159,851,480,80,50,27955,23621,7954,7774,0.28,0.98,0.56,0.01,0.13,0.25,851,17,34,27.5,0.03,0.53,3.6,5.09,0.66,13.04,0.01,0.01,0.2,0.32,0,0.01,0,0,0
"354","Romney205",2115,894,512,89,57,27372,23275,7739,7575,0.28,0.98,0.57,0.01,0.18,0.3,894,17,33.2,27.2,0.03,0.53,3.82,5.4,0.67,13.25,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"355","Romney213",2090,871,491,81,53,27069,22954,7698,7538,0.28,0.98,0.56,0.01,0.12,0.25,871,17,34.4,27.6,0.03,0.53,3.74,5.29,0.66,13.16,0.01,0.01,0.2,0.32,0,0.01,0,0,0
"356","Romney221",2304,879,487,77,51,29834,25170,8394,8217,0.28,0.98,0.55,0.01,0.14,0.26,879,17,32.9,26.6,0.03,0.52,3.6,5.09,0.66,13.08,0.01,0.01,0.19,0.31,0,0,0,0,0
"357","Romney228",2175,899,521,77,49,28168,23864,7983,7784,0.28,0.98,0.58,0.01,0.1,0.23,899,17,32.5,27.2,0.03,0.53,3.79,5.36,0.66,13.24,0.01,0.01,0.15,0.27,0,0.01,0,0,0
"358","Romney264",5256,1468,849,131,79,68098,57722,19214,18780,0.28,0.98,0.58,0.01,0.19,0.31,1468,17,32.7,27.3,0.02,0.53,3.98,5.63,0.66,14.02,0.01,0.01,0.29,0.38,0,0,0,0,0
"359","Romney269",4331,1288,722,115,66,56114,47313,15932,15524,0.28,0.97,0.56,0.01,0.13,0.25,1288,17,32.3,25,0.02,0.53,3.84,5.44,0.65,13.76,0.01,0.01,0.22,0.33,0,0,0,0,0
"360","Romney274",4182,1300,763,113,72,54188,45779,15155,14815,0.28,0.98,0.59,0.01,0.19,0.31,1300,17,32.7,26.5,0.02,0.53,3.95,5.58,0.66,13.83,0.01,0.01,0.28,0.37,0,0,0,0,0
"361","Romney281",2195,913,519,83,51,28411,24026,8053,7868,0.28,0.98,0.57,0.01,0.18,0.3,913,17,33.9,26,0.03,0.53,3.83,5.42,0.66,13.28,0.01,0.02,0.31,0.39,0,0.01,0,0,0
"362","Romney289",3096,1125,643,106,66,40107,33958,11377,11101,0.28,0.98,0.57,0.01,0.23,0.34,1125,17,34.2,25.1,0.03,0.52,3.97,5.62,0.66,13.65,0.01,0.01,0.31,0.4,0,0,0,0,0
"363","Romney297",2218,941,531,87,51,28725,24309,8169,7985,0.28,0.98,0.56,0.01,0.12,0.25,941,17,34.5,26,0.03,0.53,3.93,5.55,0.67,13.39,0.01,0.02,0.23,0.34,0,0.01,0,0,0
"364","Romney302",2429,933,511,106,71,31439,26688,8883,8661,0.28,0.98,0.55,0.01,0.24,0.35,933,17,34.1,26.9,0.03,0.53,3.72,5.26,0.66,13.24,0.01,0.02,0.5,0.5,0,0,0,0,0.01
"365","Ronald Reagan - 40th Anniversary of D-Day",1931,969,620,90,61,24982,21506,6989,6877,0.28,0.98,0.64,0.02,0.26,0.36,969,17,34.5,27.1,0.04,0.53,4.34,6.13,0.68,13.7,0.01,0.02,0.38,0.44,0,0.01,0,0,0
"366","Ronald Reagan - Brandenburg Gate Address",2778,1246,743,101,65,35960,30670,10213,10050,0.28,0.98,0.6,0.02,0.29,0.38,1246,17,33.1,26.3,0.03,0.52,4.65,6.57,0.68,14.21,0.01,0.02,0.53,0.51,0,0,0,0,0
"367","Ronald Reagan - Evil Empire",3961,1695,1066,149,96,51290,43965,14697,14369,0.29,0.98,0.63,0.02,0.35,0.42,1695,17,34.5,27,0.03,0.53,5.29,7.48,0.69,14.98,0.01,0.02,0.52,0.51,0,0,0,0,0
"368","Ronald Reagan - First Inaugural Address",2531,1178,726,90,61,32753,27982,9267,9081,0.28,0.98,0.62,0.01,0.2,0.31,1178,17,32.6,27.4,0.04,0.53,4.6,6.51,0.68,14.12,0.01,0.02,0.4,0.45,0,0,0,0,0
"369","Ronald Reagan - Shuttle Challenger Address",720,553,349,57,42,9292,8038,2595,2559,0.28,0.99,0.63,0.05,0.57,0.53,553,17,32.4,26.1,0.06,0.52,4.06,5.74,0.69,12.85,0.02,0.06,0.78,0.62,0.01,0.01,0,0,0.01
"370","Rubio17",4929,1434,835,105,67,63822,54050,17792,17390,0.28,0.98,0.58,0.01,0.11,0.24,1434,17,31.8,26.7,0.02,0.53,4.01,5.68,0.66,14.01,0.01,0.01,0.16,0.28,0,0,0,0,0
"371","Rubio20",3350,1161,647,104,58,43380,36886,12125,11803,0.28,0.97,0.56,0.01,0.18,0.3,1161,17,32.8,25.2,0.03,0.53,3.94,5.57,0.66,13.68,0.01,0.02,0.34,0.41,0,0,0,0,0
"372","Rubio23",3712,1174,666,111,68,48083,40862,13477,13106,0.28,0.97,0.57,0.01,0.18,0.3,1174,17,34.4,26.6,0.02,0.53,3.79,5.35,0.66,13.6,0.01,0.01,0.23,0.34,0,0,0,0,0
"373","Rubio27",2318,1039,626,82,57,30016,25506,8458,8248,0.28,0.98,0.6,0.02,0.27,0.37,1039,17,32.2,25.3,0.03,0.53,4.24,6,0.67,13.72,0.01,0.02,0.38,0.43,0,0,0,0,0
"374","Rubio32",4057,1295,758,125,79,52565,44630,14639,14307,0.28,0.98,0.59,0.01,0.24,0.35,1295,17,33.2,26.7,0.02,0.53,3.99,5.65,0.66,13.86,0.01,0.01,0.37,0.43,0,0,0,0,0
"375","Rubio38",3181,1035,581,102,62,41210,34977,11581,11267,0.28,0.97,0.56,0.01,0.25,0.35,1035,17,33.4,27.1,0.03,0.53,3.61,5.1,0.65,13.31,0.01,0.02,0.43,0.47,0,0,0,0,0
"376","Rubio43",3140,1051,610,98,64,40679,34523,11322,11054,0.28,0.98,0.58,0.01,0.26,0.36,1051,17,33.8,26.9,0.03,0.53,3.68,5.21,0.66,13.38,0.01,0.02,0.42,0.46,0,0,0,0,0
"377","Rubio49",3174,1093,642,101,65,41105,34869,11426,11149,0.28,0.98,0.59,0.01,0.22,0.33,1093,17,32.6,25.6,0.03,0.53,3.81,5.39,0.66,13.51,0.01,0.01,0.3,0.39,0,0,0,0,0
"378","Rubio54",2327,907,499,81,48,30143,25562,8472,8256,0.28,0.97,0.55,0.01,0.19,0.31,907,17,34.1,27.3,0.03,0.53,3.69,5.22,0.66,13.19,0.01,0.02,0.25,0.35,0,0.01,0,0,0
"379","Rubio61",2374,968,534,91,52,30752,25891,8609,8400,0.28,0.98,0.55,0.01,0.16,0.28,968,17,34,25.9,0.03,0.53,3.9,5.52,0.67,13.41,0.01,0.02,0.31,0.39,0,0.01,0,0,0
"380","Rubio68",2895,1111,637,113,66,37518,31785,10490,10193,0.28,0.97,0.57,0.01,0.25,0.35,1111,17,33.6,24.9,0.03,0.53,4.06,5.74,0.67,13.69,0.01,0.02,0.37,0.43,0,0,0,0,0
"381","Rubio76",1378,690,368,66,49,17837,15129,4962,4842,0.28,0.98,0.53,0.02,0.23,0.34,690,17,31.3,26.7,0.04,0.53,3.65,5.17,0.67,12.8,0.01,0.02,0.32,0.4,0,0.01,0,0,0
"382","Russell Conwell - Acres of Diamonds",15286,2891,2054,184,118,197925,168252,53798,52575,0.27,0.98,0.71,0,0.06,0.18,2891,17,31.9,26.5,0.01,0.53,4.59,6.5,0.65,15.28,0,0,0.13,0.25,0,0,0,0,0
"383","Sanders10",4121,1383,834,127,86,53398,45403,15290,14936,0.29,0.98,0.6,0.01,0.24,0.35,1383,17,32.7,26.7,0.03,0.53,4.23,5.98,0.66,14.09,0.01,0.01,0.37,0.43,0,0,0,0,0
"384","Sanders11",4915,1470,870,126,78,63684,54122,18142,17716,0.28,0.98,0.59,0.01,0.12,0.25,1470,17,33.4,25.6,0.02,0.53,4.12,5.83,0.66,14.1,0.01,0.01,0.21,0.32,0,0,0,0,0
"385","Sanders12",4099,1267,719,118,75,53112,45077,15165,14776,0.29,0.97,0.57,0.01,0.15,0.27,1267,17,31.6,26.6,0.02,0.53,3.89,5.5,0.66,13.76,0.01,0.01,0.18,0.3,0,0,0,0,0
"386","Sanders5",4475,1358,802,121,79,57979,49537,16585,16156,0.29,0.97,0.59,0.01,0.13,0.26,1358,17,34.1,26,0.02,0.53,3.99,5.64,0.66,13.92,0.01,0.01,0.23,0.34,0,0,0,0,0
"387","Sanders6",4247,1344,793,105,60,55056,46886,15832,15466,0.29,0.98,0.59,0.01,0.22,0.33,1344,17,33.1,26.4,0.02,0.53,4.05,5.73,0.66,13.94,0.01,0.01,0.34,0.41,0,0,0,0,0
"388","Sanders7",246,336,227,30,25,3173,2688,881,871,0.28,0.99,0.68,0.08,0.83,0.64,336,17,29.8,24.9,0.11,0.51,4.22,5.96,0.72,12.57,0.03,0.08,0.83,0.64,0.01,0.02,0,0,0.01
"389","Sanders8",6710,1812,1135,152,95,86891,73924,24703,24104,0.28,0.98,0.63,0.01,0.25,0.36,1812,17,33.5,26.5,0.02,0.53,4.35,6.15,0.66,14.51,0.01,0.01,0.48,0.49,0,0,0,0,0
"390","Sanders9",5884,1624,973,143,87,76235,64842,21608,21016,0.28,0.97,0.6,0.01,0.11,0.24,1624,17,33.4,26.6,0.02,0.53,4.16,5.88,0.66,14.26,0.01,0.01,0.2,0.32,0,0,0,0,0
"391","Santorum104",1551,777,463,67,46,20086,17084,5675,5540,0.28,0.98,0.6,0.02,0.32,0.4,777,17,32.8,27.6,0.04,0.53,3.88,5.48,0.67,13.11,0.01,0.02,0.41,0.45,0,0.01,0,0,0
"392","Santorum108",4168,1249,710,110,67,54010,45837,15197,14835,0.28,0.98,0.57,0.01,0.11,0.23,1249,17,33.9,26.2,0.02,0.53,3.8,5.37,0.65,13.69,0.01,0.01,0.14,0.27,0,0,0,0,0
"393","Santorum116",2479,1112,669,92,62,32126,27185,8964,8792,0.28,0.98,0.6,0.01,0.24,0.34,1112,17,33.9,25.6,0.03,0.53,4.39,6.2,0.68,13.91,0.01,0.02,0.41,0.45,0,0,0,0,0
"394","Santorum120",4197,1236,723,97,58,54391,46083,15328,14928,0.28,0.97,0.58,0.01,0.16,0.29,1236,17,32.8,25.6,0.02,0.52,3.75,5.3,0.65,13.64,0.01,0.01,0.27,0.37,0,0,0,0,0
"395","Santorum125",2507,1024,599,84,62,32485,27495,9201,8985,0.28,0.98,0.58,0.01,0.2,0.32,1024,17,32.2,25.9,0.03,0.53,4.02,5.68,0.67,13.56,0.01,0.02,0.26,0.36,0,0,0,0,0
"396","Santorum131",2342,894,496,82,50,30338,25617,8467,8294,0.28,0.98,0.55,0.02,0.32,0.4,894,17,34.9,25.7,0.03,0.52,3.63,5.13,0.66,13.12,0.01,0.02,0.52,0.51,0,0,0,0,0
"397","Santorum137",2908,1127,659,102,66,37653,31955,10482,10237,0.28,0.98,0.58,0.02,0.32,0.4,1127,17,33.2,26.2,0.03,0.52,4.11,5.81,0.67,13.74,0.01,0.02,0.39,0.44,0,0,0,0,0
"398","Santorum144",1694,793,449,78,52,21927,18655,6040,5904,0.28,0.98,0.57,0.02,0.33,0.41,793,17,34.1,26.2,0.04,0.53,3.79,5.36,0.67,13.07,0.01,0.02,0.47,0.48,0,0.01,0,0,0
"399","Santorum150",1690,814,468,75,51,21873,18558,6036,5924,0.28,0.98,0.57,0.01,0.16,0.28,814,17,35.1,26.2,0.04,0.53,3.89,5.5,0.67,13.18,0.01,0.02,0.22,0.33,0,0.01,0,0,0
"400","Santorum158",1083,665,386,64,45,14014,11888,3854,3787,0.28,0.98,0.58,0.03,0.36,0.42,665,17,33.5,26.4,0.05,0.52,3.97,5.62,0.68,12.99,0.02,0.03,0.55,0.52,0,0.01,0,0,0.01
"401","Santorum166",1330,636,349,75,47,17200,14539,4695,4577,0.27,0.97,0.55,0.02,0.28,0.37,636,17,32.5,26,0.04,0.52,3.43,4.85,0.66,12.53,0.02,0.03,0.48,0.49,0,0.01,0,0,0
"402","Santorum174",1109,689,419,58,39,14358,12142,4063,3970,0.28,0.98,0.61,0.02,0.26,0.36,689,17,30.7,25.9,0.05,0.52,4.07,5.75,0.68,13.1,0.01,0.03,0.36,0.43,0,0.01,0,0,0
"403","Santorum181",1785,858,485,74,45,23105,19652,6449,6314,0.28,0.98,0.57,0.02,0.24,0.34,858,17,31.4,26.2,0.04,0.52,3.99,5.64,0.67,13.31,0.01,0.02,0.36,0.42,0,0.01,0,0,0
"404","Santorum189",1292,665,374,66,46,16730,14201,4790,4678,0.29,0.98,0.56,0.02,0.3,0.39,665,17,33.3,26.4,0.04,0.52,3.64,5.14,0.67,12.74,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"405","Santorum198",1298,667,385,65,43,16821,14207,4784,4662,0.28,0.97,0.58,0.02,0.19,0.31,667,17,32.5,26.2,0.04,0.52,3.64,5.14,0.67,12.74,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"406","Santorum206",1363,746,443,65,47,17658,14957,4977,4901,0.28,0.98,0.59,0.02,0.36,0.42,746,17,33.1,26.7,0.04,0.52,3.97,5.61,0.68,13.13,0.01,0.03,0.52,0.51,0,0.01,0,0,0
"407","Santorum214",929,601,352,57,39,12030,10167,3315,3247,0.28,0.98,0.59,0.03,0.32,0.4,601,17,31.7,26.8,0.05,0.53,3.87,5.48,0.68,12.79,0.02,0.03,0.5,0.5,0,0.01,0,0,0
"408","Santorum222",2041,875,483,86,46,26431,22495,7476,7277,0.28,0.97,0.55,0.01,0.18,0.3,875,17,33.1,26.7,0.03,0.53,3.81,5.38,0.67,13.21,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"409","Santorum229",1970,921,549,76,51,25513,21711,7232,7055,0.28,0.98,0.6,0.02,0.22,0.33,921,17,32.9,27.4,0.04,0.53,4.08,5.77,0.67,13.46,0.01,0.02,0.33,0.4,0,0.01,0,0,0
"410","Santorum80",1683,833,487,92,57,21794,18516,6115,5973,0.28,0.98,0.58,0.02,0.21,0.33,833,17,32.8,25.4,0.04,0.53,3.99,5.64,0.67,13.28,0.02,0.02,0.33,0.4,0,0.01,0,0,0.01
"411","Santorum82",1976,971,599,88,57,25588,21712,7180,6995,0.28,0.97,0.62,0.02,0.24,0.35,971,17,32.3,26.5,0.04,0.53,4.29,6.07,0.68,13.68,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"412","Santorum86",2987,1018,587,99,61,38678,32731,10729,10446,0.28,0.97,0.58,0.01,0.14,0.26,1018,17,33.2,25.6,0.03,0.52,3.66,5.18,0.66,13.32,0.01,0.01,0.23,0.34,0,0,0,0,0
"413","Santorum90",2187,982,554,84,55,28332,24043,8105,7916,0.29,0.98,0.56,0.02,0.34,0.41,982,17,32.7,27,0.03,0.52,4.13,5.83,0.67,13.58,0.01,0.02,0.38,0.44,0,0,0,0,0
"414","Santorum94",1551,805,474,75,47,20093,17000,5717,5557,0.28,0.97,0.59,0.02,0.19,0.31,805,17,32.4,25.4,0.04,0.52,4.02,5.68,0.68,13.25,0.01,0.02,0.3,0.39,0,0.01,0,0,0.01
"415","Santorum98",2501,978,571,95,60,32405,27521,9206,8998,0.28,0.98,0.58,0.01,0.21,0.32,978,17,34.8,27.4,0.03,0.52,3.84,5.43,0.66,13.38,0.01,0.02,0.3,0.38,0,0.01,0,0,0
"416","Shirley Chisholm - For the Equal Rights Amendment",1896,1057,652,102,67,24548,21029,7202,7047,0.29,0.98,0.62,0.02,0.3,0.39,1057,17,32.1,26.7,0.04,0.52,4.77,6.75,0.69,14.11,0.01,0.02,0.39,0.44,0,0.01,0,0.01,0.01
"417","Spiro Agnew - TV News Coverage",3559,1505,918,152,92,46072,39355,13428,12958,0.29,0.96,0.61,0.02,0.33,0.41,1505,17,34.4,26,0.03,0.53,4.96,7.01,0.68,14.64,0.01,0.02,0.75,0.61,0,0,0,0,0.01
"418","Stokely Carmichael - Black Power",7673,1703,1113,123,78,99293,83933,27470,26861,0.28,0.98,0.65,0,0.05,0.15,1703,17,33.3,26.9,0.02,0.53,3.82,5.4,0.65,14.14,0,0.01,0.11,0.24,0,0,0,0,0
"419","Tancredo282",1376,689,377,76,51,17803,15084,4930,4819,0.28,0.98,0.55,0.02,0.21,0.32,689,17,32,24.5,0.04,0.52,3.65,5.16,0.67,12.79,0.02,0.02,0.29,0.38,0,0.01,0,0,0.01
"420","Tancredo290",834,564,348,61,41,10798,9178,3027,2964,0.28,0.98,0.62,0.03,0.45,0.47,564,17,32.4,25.9,0.05,0.53,3.84,5.43,0.68,12.69,0.02,0.04,0.6,0.55,0,0.01,0,0,0.01
"421","Tancredo298",431,425,262,49,35,5575,4708,1552,1505,0.28,0.97,0.62,0.06,0.61,0.55,425,17,31.7,26.4,0.08,0.52,4.02,5.69,0.7,12.55,0.03,0.07,0.73,0.61,0.01,0.02,0,0.01,0.01
"422","Tancredo304",859,576,330,68,40,11118,9383,3158,3058,0.28,0.97,0.57,0.03,0.33,0.41,576,17,31.6,26,0.05,0.52,3.86,5.46,0.68,12.73,0.02,0.03,0.4,0.45,0,0.01,0,0.01,0.01
"423","Ted Kennedy - Chappaquiddick",1350,858,502,85,53,17478,14879,4997,4878,0.29,0.98,0.59,0.02,0.24,0.35,858,17,32.5,25.4,0.05,0.52,4.59,6.49,0.69,13.75,0.02,0.03,0.39,0.44,0,0.01,0,0.01,0.01
"424","Ted Kennedy - DNC Address",3435,1341,801,122,72,44489,38030,12620,12297,0.28,0.97,0.6,0.01,0.23,0.34,1341,17,35.4,26.3,0.03,0.53,4.5,6.36,0.67,14.21,0.01,0.02,0.53,0.52,0,0,0,0,0
"425","Ted Kennedy - Eulogy for Robert Kennedy",1385,811,488,78,53,17929,15264,5033,4939,0.28,0.98,0.6,0.03,0.42,0.46,811,17,32.1,26.8,0.05,0.52,4.28,6.06,0.68,13.46,0.02,0.03,0.48,0.49,0,0.01,0,0,0.01
"426","Ted Kennedy - Truth and Tolerance",3709,1493,925,146,89,48027,40994,13705,13264,0.29,0.97,0.62,0.01,0.24,0.35,1493,17,30.9,26.3,0.03,0.53,4.82,6.81,0.68,14.54,0.01,0.02,0.55,0.52,0,0,0,0,0
"427","Teddy Roosevelt - Man With Muck-rake",3210,1426,964,107,75,41619,35507,11730,11495,0.28,0.98,0.68,0.02,0.3,0.39,1426,17,31.1,26.4,0.03,0.52,4.94,6.99,0.68,14.56,0.01,0.02,0.34,0.41,0,0,0,0,0
"428","Thompson275",1399,750,403,84,49,18119,15254,5107,4972,0.28,0.97,0.54,0.03,0.42,0.46,750,17,31.8,26.4,0.04,0.52,3.94,5.57,0.68,13.11,0.02,0.04,0.68,0.58,0,0.01,0,0,0.01
"429","Thompson283",1245,688,385,68,46,16112,13600,4533,4438,0.28,0.98,0.56,0.02,0.18,0.3,688,17,33,26.8,0.04,0.52,3.83,5.42,0.67,12.92,0.02,0.02,0.21,0.33,0,0.01,0,0,0
"430","Thompson291",1778,866,500,80,51,23030,19540,6440,6290,0.28,0.98,0.58,0.02,0.28,0.38,866,17,31.1,27.2,0.04,0.52,4.04,5.71,0.67,13.36,0.01,0.02,0.41,0.45,0,0.01,0,0,0
"431","Thompson299",1391,788,447,80,54,18006,15354,5092,4982,0.28,0.98,0.57,0.02,0.3,0.39,788,17,33.3,26.6,0.04,0.53,4.15,5.87,0.68,13.33,0.02,0.03,0.4,0.44,0,0.01,0,0,0.01
"432","Thompson307",1156,649,356,76,52,14963,12655,4242,4141,0.28,0.98,0.55,0.03,0.39,0.44,649,17,32.9,25.8,0.04,0.52,3.75,5.31,0.67,12.79,0.02,0.04,0.71,0.6,0,0.01,0,0,0.01
"433","Trump1",6385,1500,962,136,84,82594,70554,22699,22113,0.27,0.97,0.64,0.01,0.15,0.28,1500,17,33.2,27.6,0.02,0.53,3.69,5.22,0.65,13.89,0.01,0.01,0.25,0.35,0,0,0,0,0
"434","Trump18",495,368,231,45,33,6385,5495,1727,1655,0.27,0.96,0.63,0.05,0.46,0.48,368,17,31.8,26.1,0.06,0.52,3.26,4.61,0.67,11.68,0.03,0.05,0.56,0.53,0.01,0.02,0,0,0.01
"435","Trump2",6953,1617,1028,137,84,89915,76790,24728,24121,0.28,0.98,0.64,0.01,0.09,0.22,1617,17,32,26.6,0.02,0.53,3.81,5.39,0.65,14.06,0.01,0.01,0.14,0.27,0,0,0,0,0
"436","Trump21",1363,616,345,67,46,17619,15143,4882,4726,0.28,0.97,0.56,0.01,0.14,0.26,616,17,33.5,27.1,0.03,0.53,3.28,4.64,0.66,12.38,0.01,0.02,0.2,0.32,0,0.01,0,0,0
"437","Trump22",688,468,289,61,39,8888,7575,2498,2405,0.28,0.96,0.62,0.03,0.36,0.43,468,17,33.8,26.1,0.05,0.52,3.51,4.96,0.68,12.2,0.02,0.05,0.68,0.58,0.01,0.01,0,0,0.01
"438","Trump23",1527,638,365,67,44,19743,16993,5573,5438,0.28,0.98,0.57,0.02,0.18,0.3,638,17,31.6,26.1,0.03,0.53,3.21,4.54,0.65,12.38,0.01,0.02,0.21,0.32,0,0.01,0,0,0
"439","Trump24",423,394,247,49,35,5457,4742,1508,1467,0.28,0.97,0.63,0.05,0.51,0.51,394,17,31.9,26.4,0.07,0.53,3.77,5.33,0.69,12.23,0.03,0.05,0.51,0.51,0.01,0.02,0,0.01,0.01
"440","Trump3",8259,1766,1112,141,84,106855,90968,29541,28691,0.28,0.97,0.63,0,0.06,0.17,1766,17,33.1,27.8,0.02,0.53,3.82,5.4,0.65,14.19,0,0,0.09,0.22,0,0,0,0,0
"441","Trump44",132,180,125,22,21,1689,1483,431,427,0.26,0.99,0.69,0.12,1.08,0.73,180,17,31.3,26.7,0.11,0.5,3.1,4.38,0.7,10.71,0.05,0.12,1.08,0.73,0.02,0.03,0,0,0
"442","Trump62",421,377,243,43,35,5438,4701,1526,1505,0.28,0.99,0.64,0.05,0.51,0.5,377,17,31.3,26,0.07,0.53,3.61,5.11,0.69,12.04,0.03,0.06,0.61,0.55,0.01,0.02,0,0,0
"443","Trump74",146,254,180,31,30,1875,1617,512,510,0.27,1,0.71,0.15,1.52,0.87,254,17,30.1,28.2,0.14,0.53,4.15,5.87,0.73,12.34,0.06,0.15,1.52,0.87,0.02,0.04,0,0,0.01
"444","Ursula Le Guin - Left-Handed Commencement Address",1240,706,425,68,47,16032,13690,4424,4329,0.28,0.98,0.6,0.02,0.24,0.35,706,17,31.9,26.1,0.04,0.52,3.94,5.58,0.68,13.04,0.02,0.03,0.39,0.44,0,0.01,0,0,0
"445","Walker69",1988,859,486,80,48,25744,21791,7189,7006,0.28,0.97,0.57,0.01,0.15,0.27,859,17,34.5,26,0.03,0.53,3.79,5.35,0.67,13.17,0.01,0.02,0.24,0.35,0,0.01,0,0,0
